Year,First_Area,Child_Area,Type,Storage
2010,A,272,product_19,1
2010,A,272,product_55,2
2010,A,273,product_14,4
2010,A,273,product_15,5
2010,A,273,product_31,7
2010,A,273,product_48,3
2010,A,273,product_55,15
2010,A,273,product_60,2
2010,A,273,product_64,2
2010,A,273,product_8,1
2010,A,276,product_14,23
2010,A,276,product_15,1
2010,A,276,product_19,2
2010,A,276,product_31,1
2010,A,276,product_37,2
2010,A,276,product_43,2
2010,A,276,product_48,2
2010,A,276,product_55,24
2010,A,276,product_64,1
2010,A,276,product_8,11
2010,A,280,product_14,6
2010,A,280,product_15,5
2010,A,280,product_43,1
2010,A,280,product_48,1
2010,A,280,product_55,16
2010,A,281,product_14,17
2010,A,281,product_15,6
2010,A,281,product_26,1
2010,A,281,product_31,2
2010,A,281,product_48,1
2010,A,281,product_55,6
2010,A,281,product_64,4
2010,A,281,product_8,3
2010,A,283,product_37,1
2010,A,283,product_55,1
2010,A,283,product_8,4
2010,A,284,product_14,23
2010,A,284,product_31,1
2010,A,284,product_37,8
2010,A,284,product_43,1
2010,A,284,product_48,12
2010,A,284,product_55,98
2010,A,288,product_14,11
2010,A,288,product_15,8
2010,A,288,product_31,11
2010,A,288,product_37,1
2010,A,288,product_48,14
2010,A,288,product_55,34
2010,A,288,product_60,1
2010,A,288,product_64,3
2010,A,288,product_8,18
2010,A,289,product_14,27
2010,A,289,product_15,9
2010,A,289,product_26,1
2010,A,289,product_3,2
2010,A,289,product_31,13
2010,A,289,product_37,12
2010,A,289,product_43,3
2010,A,289,product_48,8
2010,A,289,product_55,152
2010,A,289,product_64,1
2010,A,289,product_8,66
2010,A,294,product_14,1
2010,A,294,product_37,1
2010,A,294,product_55,1
2010,A,294,product_64,1
2010,A,294,product_8,3
2010,A,298,product_14,23
2010,A,298,product_15,9
2010,A,298,product_19,2
2010,A,298,product_26,1
2010,A,298,product_3,1
2010,A,298,product_31,2
2010,A,298,product_37,10
2010,A,298,product_43,3
2010,A,298,product_48,12
2010,A,298,product_55,49
2010,A,298,product_64,4
2010,A,298,product_8,129
2010,A,304,product_14,12
2010,A,304,product_31,1
2010,A,304,product_55,5
2010,A,304,product_8,6
2010,A,305,product_14,2
2010,A,305,product_15,1
2010,A,305,product_31,3
2010,A,305,product_37,1
2010,A,305,product_43,2
2010,A,305,product_48,3
2010,A,305,product_55,14
2010,A,305,product_8,134
2010,A,306,product_14,7
2010,A,306,product_15,6
2010,A,306,product_31,3
2010,A,306,product_37,8
2010,A,306,product_43,3
2010,A,306,product_48,2
2010,A,306,product_55,38
2010,A,306,product_64,4
2010,A,306,product_8,41
2010,A,310,product_14,28
2010,A,310,product_15,15
2010,A,310,product_37,14
2010,A,310,product_48,2
2010,A,310,product_55,18
2010,A,310,product_60,1
2010,A,315,product_14,72
2010,A,315,product_15,10
2010,A,315,product_19,1
2010,A,315,product_31,17
2010,A,315,product_37,16
2010,A,315,product_43,1
2010,A,315,product_48,8
2010,A,315,product_55,100
2010,A,315,product_60,4
2010,A,315,product_64,8
2010,A,317,product_14,3
2010,A,317,product_43,2
2010,A,317,product_55,2
2010,A,317,product_64,1
2010,A,321,product_14,2
2010,A,321,product_15,1
2010,A,321,product_37,1
2010,A,321,product_55,2
2010,A,321,product_64,1
2010,A,321,product_8,3
2010,A,322,product_14,5
2010,A,322,product_15,1
2010,A,322,product_19,1
2010,A,322,product_27,1
2010,A,322,product_31,2
2010,A,322,product_37,5
2010,A,322,product_48,6
2010,A,322,product_55,10
2010,A,322,product_8,41
2010,A,327,product_14,60
2010,A,327,product_15,8
2010,A,327,product_19,1
2010,A,327,product_31,1
2010,A,327,product_35,1
2010,A,327,product_37,8
2010,A,327,product_43,1
2010,A,327,product_48,4
2010,A,327,product_55,54
2010,A,327,product_60,1
2010,A,327,product_8,1
2010,A,330,product_14,80
2010,A,330,product_15,10
2010,A,330,product_19,3
2010,A,330,product_3,4
2010,A,330,product_37,80
2010,A,330,product_48,6
2010,A,330,product_55,116
2010,A,330,product_64,4
2010,A,340,product_14,2
2010,A,340,product_3,1
2010,A,340,product_31,5
2010,A,340,product_37,1
2010,A,340,product_48,3
2010,A,340,product_55,28
2010,A,340,product_60,1
2010,A,340,product_64,1
2010,A,340,product_8,8
2010,A,344,product_14,4
2010,A,344,product_19,1
2010,A,344,product_37,1
2010,A,344,product_48,1
2010,A,344,product_55,4
2010,A,344,product_60,1
2010,A,347,product_14,2
2010,A,347,product_48,1
2010,A,347,product_55,2
2010,A,347,product_8,1
2010,A,348,product_14,15
2010,A,348,product_15,9
2010,A,348,product_19,1
2010,A,348,product_26,1
2010,A,348,product_3,3
2010,A,348,product_31,15
2010,A,348,product_37,6
2010,A,348,product_43,1
2010,A,348,product_48,6
2010,A,348,product_55,85
2010,A,348,product_64,2
2010,A,348,product_8,22
2010,A,349,product_14,9
2010,A,349,product_15,1
2010,A,349,product_31,5
2010,A,349,product_37,2
2010,A,349,product_48,2
2010,A,349,product_55,12
2010,A,349,product_64,1
2010,A,349,product_8,2
2010,A,350,product_14,2
2010,A,350,product_55,1
2010,A,351,product_14,3
2010,A,351,product_48,1
2010,A,351,product_55,3
2010,A,351,product_8,1
2010,B,2,product_14,14
2010,B,2,product_15,5
2010,B,2,product_48,1
2010,B,2,product_55,14
2010,B,2,product_8,10
2010,B,5,product_14,10
2010,B,5,product_15,3
2010,B,5,product_19,1
2010,B,5,product_31,1
2010,B,5,product_37,7
2010,B,5,product_43,2
2010,B,5,product_48,5
2010,B,5,product_55,46
2010,B,5,product_60,1
2010,B,5,product_64,3
2010,B,5,product_8,101
2010,B,9,product_14,5
2010,B,9,product_15,1
2010,B,9,product_19,1
2010,B,9,product_37,1
2010,B,9,product_48,6
2010,B,9,product_55,20
2010,B,9,product_8,13
2010,B,13,product_14,24
2010,B,13,product_15,5
2010,B,13,product_19,2
2010,B,13,product_3,2
2010,B,13,product_37,9
2010,B,13,product_48,6
2010,B,13,product_55,36
2010,B,13,product_60,2
2010,B,13,product_8,34
2010,B,15,product_14,20
2010,B,15,product_15,7
2010,B,15,product_3,3
2010,B,15,product_31,1
2010,B,15,product_37,7
2010,B,15,product_43,3
2010,B,15,product_48,2
2010,B,15,product_55,56
2010,B,15,product_64,3
2010,B,15,product_8,92
2010,B,18,product_14,1
2010,B,18,product_8,4
2010,B,20,product_8,1
2010,B,23,product_14,20
2010,B,23,product_15,3
2010,B,23,product_19,2
2010,B,23,product_3,1
2010,B,23,product_31,15
2010,B,23,product_37,1
2010,B,23,product_43,2
2010,B,23,product_48,2
2010,B,23,product_55,51
2010,B,23,product_8,43
2010,B,26,product_19,1
2010,B,26,product_55,1
2010,B,26,product_8,6
2010,B,27,product_14,52
2010,B,27,product_15,4
2010,B,27,product_3,1
2010,B,27,product_37,19
2010,B,27,product_43,2
2010,B,27,product_48,17
2010,B,27,product_52,1
2010,B,27,product_55,78
2010,B,27,product_60,5
2010,B,27,product_64,3
2010,B,27,product_8,167
2010,B,33,product_55,2
2010,B,33,product_8,3
2010,B,35,product_14,80
2010,B,35,product_15,15
2010,B,35,product_31,2
2010,B,35,product_37,15
2010,B,35,product_43,3
2010,B,35,product_48,17
2010,B,35,product_55,127
2010,B,35,product_60,12
2010,B,35,product_8,223
2010,B,36,product_14,69
2010,B,36,product_15,8
2010,B,36,product_19,2
2010,B,36,product_3,1
2010,B,36,product_37,10
2010,B,36,product_43,2
2010,B,36,product_48,12
2010,B,36,product_52,2
2010,B,36,product_55,303
2010,B,36,product_60,4
2010,B,36,product_8,44
2010,B,40,product_14,7
2010,B,40,product_19,1
2010,B,40,product_37,2
2010,B,40,product_52,1
2010,B,40,product_55,23
2010,B,40,product_64,1
2010,B,40,product_8,33
2010,B,44,product_14,28
2010,B,44,product_15,12
2010,B,44,product_19,3
2010,B,44,product_37,21
2010,B,44,product_43,2
2010,B,44,product_48,2
2010,B,44,product_55,80
2010,B,44,product_60,4
2010,B,44,product_8,92
2010,B,47,product_14,19
2010,B,47,product_15,8
2010,B,47,product_19,1
2010,B,47,product_31,4
2010,B,47,product_37,3
2010,B,47,product_43,2
2010,B,47,product_48,4
2010,B,47,product_55,76
2010,B,47,product_60,2
2010,B,47,product_8,43
2010,B,56,product_14,59
2010,B,56,product_15,3
2010,B,56,product_3,1
2010,B,56,product_31,8
2010,B,56,product_37,20
2010,B,56,product_48,3
2010,B,56,product_55,125
2010,B,56,product_60,13
2010,B,56,product_8,8
2010,B,59,product_14,81
2010,B,59,product_15,21
2010,B,59,product_19,7
2010,B,59,product_27,2
2010,B,59,product_3,1
2010,B,59,product_31,3
2010,B,59,product_37,36
2010,B,59,product_43,12
2010,B,59,product_48,13
2010,B,59,product_55,251
2010,B,59,product_60,4
2010,B,59,product_8,462
2010,B,62,product_14,8
2010,B,62,product_19,1
2010,B,62,product_37,1
2010,B,62,product_55,2
2010,B,64,product_14,54
2010,B,64,product_15,5
2010,B,64,product_19,2
2010,B,64,product_3,1
2010,B,64,product_37,10
2010,B,64,product_43,4
2010,B,64,product_48,9
2010,B,64,product_55,84
2010,B,64,product_60,1
2010,B,64,product_8,122
2010,B,67,product_14,8
2010,B,67,product_15,1
2010,B,67,product_37,3
2010,B,67,product_55,11
2010,B,67,product_8,14
2010,B,76,product_14,10
2010,B,76,product_15,3
2010,B,76,product_19,2
2010,B,76,product_3,2
2010,B,76,product_37,1
2010,B,76,product_43,1
2010,B,76,product_55,19
2010,B,77,product_14,19
2010,B,77,product_15,1
2010,B,77,product_19,1
2010,B,77,product_3,3
2010,B,77,product_31,2
2010,B,77,product_37,5
2010,B,77,product_43,3
2010,B,77,product_48,6
2010,B,77,product_55,40
2010,B,77,product_60,4
2010,B,77,product_8,30
2010,B,82,product_14,40
2010,B,82,product_15,4
2010,B,82,product_19,1
2010,B,82,product_26,2
2010,B,82,product_37,14
2010,B,82,product_48,9
2010,B,82,product_55,122
2010,B,82,product_60,3
2010,B,82,product_8,72
2010,B,83,product_14,9
2010,B,83,product_15,4
2010,B,83,product_37,2
2010,B,83,product_43,2
2010,B,83,product_48,5
2010,B,83,product_52,3
2010,B,83,product_55,18
2010,B,83,product_60,1
2010,B,83,product_8,56
2010,B,87,product_14,44
2010,B,87,product_15,4
2010,B,87,product_19,2
2010,B,87,product_37,8
2010,B,87,product_43,2
2010,B,87,product_48,11
2010,B,87,product_52,2
2010,B,87,product_55,65
2010,B,87,product_60,3
2010,B,87,product_8,133
2010,B,89,product_14,20
2010,B,89,product_15,5
2010,B,89,product_19,1
2010,B,89,product_37,2
2010,B,89,product_43,4
2010,B,89,product_48,5
2010,B,89,product_55,34
2010,B,89,product_8,41
2010,B,95,product_14,9
2010,B,95,product_15,2
2010,B,95,product_37,2
2010,B,95,product_48,1
2010,B,95,product_55,11
2010,B,95,product_60,2
2010,B,95,product_8,34
2010,B,100,product_14,27
2010,B,100,product_15,5
2010,B,100,product_19,1
2010,B,100,product_31,2
2010,B,100,product_37,6
2010,B,100,product_43,1
2010,B,100,product_48,5
2010,B,100,product_55,141
2010,B,100,product_60,8
2010,B,100,product_64,1
2010,B,100,product_8,35
2010,B,105,product_14,59
2010,B,105,product_15,9
2010,B,105,product_26,1
2010,B,105,product_31,4
2010,B,105,product_37,6
2010,B,105,product_43,3
2010,B,105,product_48,12
2010,B,105,product_55,119
2010,B,105,product_60,1
2010,B,105,product_64,1
2010,B,105,product_8,50
2010,B,109,product_14,4
2010,B,109,product_15,4
2010,B,109,product_19,1
2010,B,109,product_37,1
2010,B,109,product_48,2
2010,B,109,product_55,16
2010,B,109,product_60,3
2010,B,109,product_8,13
2010,B,110,product_14,21
2010,B,110,product_15,5
2010,B,110,product_19,1
